EmployeeNumber,Age,DailyRate,DistanceFromHome,EmployeeCount,HourlyRate,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,StandardHours,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,RelationshipSatisfaction,StockOptionLevel,WorkLifeBalance,BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,Over18,OverTime,Attrition
138,34.0,665.0,6.0,1.0,41.0,4809.0,12482.0,1.0,14.0,3.0,80.0,16.0,3.0,16.0,13.0,2.0,10.0,4,1,3,2,3,3,0,3,Travel_Rarely,Research & Development,Other,Female,Research Scientist,Single,Y,No,0
139,37.0,1040.0,2.0,1.0,100.0,5163.0,15850.0,5.0,14.0,3.0,80.0,17.0,2.0,1.0,0.0,0.0,0.0,2,3,2,2,4,4,1,4,Non-Travel,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,Y,No,0
140,59.0,1420.0,2.0,1.0,32.0,18844.0,21922.0,9.0,21.0,4.0,80.0,30.0,3.0,3.0,2.0,2.0,2.0,4,3,2,5,4,4,1,3,Non-Travel,Human Resources,Human Resources,Female,Manager,Married,Y,No,0
141,50.0,1115.0,1.0,1.0,73.0,18172.0,9755.0,3.0,19.0,3.0,80.0,28.0,1.0,8.0,3.0,0.0,7.0,3,1,3,5,2,1,0,2,Travel_Frequently,Research & Development,Life Sciences,Female,Research Director,Married,Y,Yes,0
142,25.0,240.0,5.0,1.0,46.0,5744.0,26959.0,1.0,11.0,3.0,80.0,6.0,1.0,6.0,4.0,0.0,3.0,3,3,2,2,3,4,0,3,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,Y,Yes,1
143,25.0,1280.0,7.0,1.0,64.0,2889.0,26897.0,1.0,11.0,3.0,80.0,2.0,2.0,2.0,2.0,2.0,1.0,1,4,2,1,4,3,2,3,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,Y,No,0
144,22.0,534.0,15.0,1.0,59.0,2871.0,23785.0,1.0,15.0,3.0,80.0,1.0,5.0,0.0,0.0,0.0,0.0,3,2,3,1,4,3,0,3,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Single,Y,No,0
145,51.0,1456.0,1.0,1.0,30.0,7484.0,25796.0,3.0,20.0,4.0,80.0,23.0,1.0,13.0,12.0,12.0,8.0,4,1,2,3,1,3,0,2,Travel_Frequently,Research & Development,Medical,Female,Healthcare Representative,Single,Y,No,0
147,34.0,658.0,7.0,1.0,66.0,6074.0,22887.0,1.0,24.0,4.0,80.0,9.0,3.0,9.0,7.0,0.0,6.0,3,1,1,2,3,4,0,3,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Single,Y,Yes,1
148,54.0,142.0,26.0,1.0,30.0,17328.0,13871.0,2.0,12.0,3.0,80.0,23.0,3.0,5.0,3.0,4.0,4.0,3,4,4,4,4,3,0,3,Non-Travel,Human Resources,Human Resources,Female,Manager,Single,Y,Yes,0
150,24.0,1127.0,18.0,1.0,52.0,2774.0,13257.0,0.0,12.0,3.0,80.0,6.0,2.0,5.0,3.0,1.0,2.0,1,2,3,1,3,3,1,3,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Y,No,0
151,34.0,1031.0,6.0,1.0,45.0,4505.0,15000.0,6.0,15.0,3.0,80.0,12.0,3.0,1.0,0.0,0.0,0.0,4,3,2,2,2,3,1,3,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Divorced,Y,No,0
152,37.0,1189.0,3.0,1.0,87.0,7428.0,14506.0,2.0,12.0,3.0,80.0,12.0,3.0,5.0,3.0,1.0,3.0,3,3,3,3,4,1,0,3,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,Y,No,0
153,34.0,1354.0,5.0,1.0,45.0,11631.0,5615.0,2.0,12.0,3.0,80.0,14.0,6.0,11.0,10.0,5.0,8.0,3,3,2,3,1,4,0,3,Travel_Rarely,Research & Development,Medical,Female,Manager,Single,Y,No,0
154,36.0,1467.0,11.0,1.0,92.0,9738.0,22952.0,0.0,14.0,3.0,80.0,10.0,6.0,9.0,7.0,2.0,8.0,2,2,3,3,4,3,1,3,Travel_Frequently,Sales,Technical Degree,Female,Sales Executive,Married,Y,No,0
155,36.0,922.0,3.0,1.0,39.0,2835.0,2561.0,5.0,22.0,4.0,80.0,7.0,2.0,1.0,0.0,0.0,0.0,2,1,3,1,4,1,1,3,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Divorced,Y,No,0
158,43.0,394.0,26.0,1.0,92.0,16959.0,19494.0,1.0,12.0,3.0,80.0,25.0,3.0,25.0,12.0,4.0,12.0,2,3,3,4,4,4,2,4,Travel_Frequently,Sales,Life Sciences,Male,Manager,Married,Y,Yes,0
159,30.0,1312.0,23.0,1.0,96.0,2613.0,22310.0,1.0,25.0,4.0,80.0,10.0,2.0,10.0,7.0,0.0,9.0,3,1,1,1,3,3,3,2,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Divorced,Y,No,0
160,33.0,750.0,22.0,1.0,95.0,6146.0,15480.0,0.0,13.0,3.0,80.0,8.0,2.0,7.0,7.0,0.0,7.0,2,3,3,2,2,1,1,4,Non-Travel,Sales,Marketing,Male,Sales Executive,Married,Y,No,0
161,56.0,441.0,14.0,1.0,72.0,4963.0,4510.0,9.0,18.0,3.0,80.0,7.0,2.0,5.0,4.0,4.0,3.0,4,2,3,1,2,1,3,3,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,Y,Yes,1
162,51.0,684.0,6.0,1.0,51.0,19537.0,6462.0,7.0,13.0,3.0,80.0,23.0,5.0,20.0,18.0,15.0,15.0,3,1,3,5,3,3,0,3,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Single,Y,No,0
163,31.0,249.0,6.0,1.0,76.0,6172.0,20739.0,4.0,18.0,3.0,80.0,12.0,3.0,7.0,7.0,7.0,7.0,4,2,1,2,3,2,0,2,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,Y,Yes,1
164,26.0,841.0,6.0,1.0,46.0,2368.0,23300.0,1.0,19.0,3.0,80.0,5.0,3.0,5.0,4.0,4.0,3.0,3,3,2,1,2,3,0,2,Travel_Rarely,Research & Development,Other,Female,Research Scientist,Married,Y,No,0
165,58.0,147.0,23.0,1.0,94.0,10312.0,3465.0,1.0,12.0,3.0,80.0,40.0,3.0,40.0,10.0,15.0,6.0,4,4,3,3,4,4,1,2,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Married,Y,No,1
167,19.0,528.0,22.0,1.0,50.0,1675.0,26820.0,1.0,19.0,3.0,80.0,0.0,2.0,0.0,0.0,0.0,0.0,1,4,3,1,3,4,0,2,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Single,Y,Yes,1
169,22.0,594.0,2.0,1.0,100.0,2523.0,19299.0,0.0,14.0,3.0,80.0,3.0,2.0,2.0,1.0,2.0,1.0,1,3,3,1,4,3,1,3,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Married,Y,No,0
170,49.0,470.0,20.0,1.0,96.0,6567.0,5549.0,1.0,14.0,3.0,80.0,16.0,2.0,15.0,11.0,5.0,11.0,4,3,3,2,1,3,0,2,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Married,Y,No,0
171,43.0,957.0,28.0,1.0,72.0,4739.0,16090.0,4.0,12.0,3.0,80.0,18.0,2.0,3.0,2.0,1.0,2.0,3,2,4,1,3,4,0,3,Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Single,Y,No,0
174,50.0,809.0,12.0,1.0,77.0,9208.0,6645.0,4.0,11.0,3.0,80.0,16.0,3.0,2.0,2.0,2.0,1.0,3,3,3,3,4,4,0,3,Travel_Frequently,Sales,Marketing,Female,Sales Executive,Single,Y,No,0
175,31.0,542.0,20.0,1.0,71.0,4559.0,24788.0,3.0,11.0,3.0,80.0,4.0,2.0,2.0,2.0,2.0,2.0,3,2,1,2,3,3,1,3,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,Y,Yes,1
176,41.0,802.0,9.0,1.0,96.0,8189.0,21196.0,3.0,13.0,3.0,80.0,12.0,2.0,9.0,7.0,0.0,7.0,1,3,3,3,3,3,1,3,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,Y,Yes,0
177,26.0,1355.0,25.0,1.0,61.0,2942.0,8916.0,1.0,23.0,4.0,80.0,8.0,3.0,8.0,7.0,5.0,7.0,1,3,3,1,3,4,1,3,Travel_Rarely,Human Resources,Life Sciences,Female,Human Resources,Married,Y,No,0
178,36.0,216.0,6.0,1.0,84.0,4941.0,2819.0,6.0,20.0,4.0,80.0,7.0,0.0,3.0,2.0,0.0,1.0,2,2,3,2,2,4,2,3,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Divorced,Y,No,0
179,51.0,1150.0,8.0,1.0,53.0,10650.0,25150.0,2.0,15.0,3.0,80.0,18.0,2.0,4.0,2.0,0.0,3.0,4,1,1,3,4,4,0,3,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Single,Y,No,1
182,39.0,1329.0,4.0,1.0,47.0,5902.0,14590.0,4.0,14.0,3.0,80.0,17.0,1.0,15.0,11.0,5.0,9.0,4,4,2,2,3,3,1,4,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,Y,No,0
183,25.0,959.0,28.0,1.0,41.0,8639.0,24835.0,2.0,18.0,3.0,80.0,6.0,3.0,2.0,2.0,2.0,2.0,3,1,2,2,3,4,0,3,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,Y,No,0
184,30.0,1240.0,9.0,1.0,48.0,6347.0,13982.0,0.0,19.0,3.0,80.0,12.0,2.0,11.0,9.0,4.0,7.0,3,3,3,2,4,4,0,1,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,Y,Yes,0
190,32.0,1033.0,9.0,1.0,41.0,4200.0,10224.0,7.0,22.0,4.0,80.0,10.0,2.0,5.0,4.0,0.0,4.0,3,1,3,1,1,1,0,4,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Single,Y,No,1
192,45.0,1316.0,29.0,1.0,83.0,3452.0,9752.0,5.0,13.0,3.0,80.0,9.0,2.0,6.0,5.0,0.0,3.0,3,3,3,1,4,2,0,2,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,Y,No,0
193,38.0,364.0,3.0,1.0,32.0,4317.0,2302.0,3.0,20.0,4.0,80.0,19.0,2.0,3.0,2.0,2.0,2.0,5,4,3,2,3,2,0,3,Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Single,Y,Yes,0
194,30.0,438.0,18.0,1.0,75.0,2632.0,23910.0,1.0,14.0,3.0,80.0,5.0,4.0,5.0,4.0,0.0,4.0,3,1,3,1,3,3,0,2,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,Y,No,0
195,32.0,689.0,9.0,1.0,35.0,4668.0,22812.0,0.0,17.0,3.0,80.0,9.0,2.0,8.0,7.0,0.0,7.0,2,4,1,2,4,4,3,4,Travel_Frequently,Sales,Medical,Male,Sales Executive,Divorced,Y,No,0
197,30.0,201.0,5.0,1.0,84.0,3204.0,10415.0,5.0,14.0,3.0,80.0,8.0,3.0,3.0,2.0,2.0,2.0,3,4,3,1,1,4,1,3,Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Divorced,Y,No,0
198,30.0,1427.0,2.0,1.0,35.0,2720.0,11162.0,0.0,13.0,3.0,80.0,6.0,3.0,5.0,3.0,1.0,2.0,1,2,2,1,4,4,0,3,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,Y,No,0
199,41.0,857.0,10.0,1.0,91.0,17181.0,12888.0,4.0,13.0,3.0,80.0,21.0,2.0,7.0,6.0,7.0,7.0,3,4,2,4,1,2,1,2,Travel_Frequently,Research & Development,Life Sciences,Male,Manager,Divorced,Y,No,0
200,41.0,933.0,9.0,1.0,94.0,2238.0,6961.0,2.0,21.0,4.0,80.0,7.0,2.0,5.0,0.0,1.0,4.0,4,3,3,1,1,4,1,3,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Y,No,0
201,19.0,1181.0,3.0,1.0,79.0,1483.0,16102.0,1.0,14.0,3.0,80.0,1.0,3.0,1.0,0.0,0.0,0.0,1,2,3,1,2,4,0,3,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Single,Y,No,0
202,40.0,1395.0,26.0,1.0,54.0,5605.0,8504.0,1.0,11.0,3.0,80.0,20.0,2.0,20.0,7.0,2.0,13.0,3,2,3,2,2,1,1,3,Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Divorced,Y,No,0
204,35.0,662.0,1.0,1.0,94.0,7295.0,11439.0,1.0,13.0,3.0,80.0,10.0,3.0,10.0,8.0,0.0,6.0,5,3,3,3,2,1,2,3,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,Y,No,0
205,53.0,1436.0,6.0,1.0,34.0,2306.0,16047.0,2.0,20.0,4.0,80.0,13.0,3.0,7.0,7.0,4.0,5.0,2,2,3,2,3,4,1,1,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Married,Y,Yes,0
206,45.0,194.0,9.0,1.0,60.0,2348.0,10901.0,8.0,18.0,3.0,80.0,20.0,2.0,17.0,9.0,0.0,15.0,3,2,3,2,2,3,1,1,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,Y,No,0
207,32.0,967.0,8.0,1.0,43.0,8998.0,15589.0,1.0,14.0,3.0,80.0,9.0,2.0,9.0,8.0,3.0,7.0,3,2,3,3,4,4,0,3,Travel_Frequently,Sales,Marketing,Female,Sales Executive,Single,Y,No,0
208,29.0,1496.0,1.0,1.0,41.0,4319.0,26283.0,1.0,13.0,3.0,80.0,10.0,1.0,10.0,7.0,0.0,9.0,1,4,3,2,3,1,1,3,Non-Travel,Research & Development,Technical Degree,Male,Manufacturing Director,Married,Y,No,0
211,51.0,1169.0,7.0,1.0,34.0,6132.0,13983.0,2.0,17.0,3.0,80.0,10.0,2.0,1.0,0.0,0.0,0.0,4,2,2,2,3,3,0,3,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,Y,No,0
214,58.0,1145.0,9.0,1.0,75.0,3346.0,11873.0,4.0,20.0,4.0,80.0,9.0,3.0,1.0,0.0,0.0,0.0,3,2,2,1,2,2,1,2,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,Y,Yes,0
215,40.0,630.0,4.0,1.0,67.0,10855.0,8552.0,7.0,11.0,3.0,80.0,15.0,2.0,12.0,11.0,2.0,11.0,4,3,2,3,4,1,1,2,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,Y,No,0
216,34.0,303.0,2.0,1.0,75.0,2231.0,11314.0,6.0,18.0,3.0,80.0,6.0,3.0,4.0,3.0,1.0,2.0,4,3,3,1,3,4,1,3,Travel_Frequently,Sales,Marketing,Female,Sales Representative,Married,Y,No,0
217,22.0,1256.0,19.0,1.0,80.0,2323.0,11992.0,1.0,24.0,4.0,80.0,2.0,6.0,2.0,2.0,2.0,2.0,1,3,3,1,4,1,2,3,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,Y,No,0
218,27.0,691.0,9.0,1.0,57.0,2024.0,5970.0,6.0,18.0,3.0,80.0,6.0,1.0,2.0,2.0,2.0,2.0,3,4,3,1,2,4,1,1,Non-Travel,Research & Development,Medical,Male,Research Scientist,Divorced,Y,No,0
221,28.0,440.0,21.0,1.0,42.0,2713.0,6672.0,1.0,11.0,3.0,80.0,5.0,2.0,5.0,2.0,0.0,2.0,3,3,3,1,4,3,1,1,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,Y,No,0
223,57.0,334.0,24.0,1.0,83.0,9439.0,23402.0,3.0,16.0,3.0,80.0,12.0,2.0,5.0,3.0,1.0,4.0,2,3,4,3,4,2,1,1,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,Y,Yes,0
224,27.0,1450.0,3.0,1.0,79.0,2566.0,25326.0,1.0,15.0,3.0,80.0,1.0,2.0,1.0,1.0,0.0,1.0,3,3,2,1,3,4,1,2,Non-Travel,Research & Development,Medical,Male,Research Scientist,Divorced,Y,Yes,0
226,50.0,1452.0,11.0,1.0,53.0,19926.0,17053.0,3.0,15.0,3.0,80.0,21.0,5.0,5.0,4.0,4.0,4.0,3,3,3,5,2,2,0,3,Travel_Rarely,Research & Development,Life Sciences,Female,Manager,Single,Y,No,0
227,41.0,465.0,14.0,1.0,56.0,2451.0,4609.0,4.0,12.0,3.0,80.0,13.0,2.0,9.0,8.0,1.0,8.0,3,1,3,1,3,1,1,3,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,Y,No,0
228,30.0,1339.0,5.0,1.0,41.0,9419.0,8053.0,2.0,12.0,3.0,80.0,12.0,2.0,10.0,9.0,7.0,4.0,3,2,3,3,4,3,1,3,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,Y,No,0
230,38.0,702.0,1.0,1.0,59.0,8686.0,12930.0,4.0,22.0,4.0,80.0,12.0,2.0,8.0,3.0,0.0,7.0,4,1,2,2,4,3,0,4,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,Y,No,0
231,32.0,120.0,6.0,1.0,43.0,3038.0,12430.0,3.0,20.0,4.0,80.0,8.0,2.0,5.0,4.0,1.0,4.0,5,3,3,1,3,1,0,3,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,Y,No,0
233,27.0,1157.0,17.0,1.0,51.0,3058.0,13364.0,0.0,16.0,3.0,80.0,6.0,3.0,5.0,2.0,1.0,1.0,3,3,3,1,2,4,1,2,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Married,Y,Yes,0
235,19.0,602.0,1.0,1.0,100.0,2325.0,20989.0,0.0,21.0,4.0,80.0,1.0,5.0,0.0,0.0,0.0,0.0,1,3,1,1,1,1,0,4,Travel_Frequently,Sales,Technical Degree,Female,Sales Representative,Single,Y,No,1
238,36.0,1480.0,3.0,1.0,30.0,2088.0,15062.0,4.0,12.0,3.0,80.0,13.0,3.0,8.0,7.0,7.0,2.0,2,4,3,1,2,3,0,2,Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Single,Y,No,0
239,30.0,111.0,9.0,1.0,66.0,3072.0,11012.0,1.0,11.0,3.0,80.0,12.0,4.0,12.0,9.0,6.0,10.0,3,3,3,2,1,3,2,3,Non-Travel,Research & Development,Medical,Male,Laboratory Technician,Divorced,Y,No,0
240,45.0,1268.0,4.0,1.0,30.0,5006.0,6319.0,4.0,11.0,3.0,80.0,9.0,3.0,5.0,4.0,0.0,3.0,2,3,3,2,1,1,1,4,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Divorced,Y,Yes,0
241,56.0,713.0,8.0,1.0,67.0,4257.0,13939.0,4.0,18.0,3.0,80.0,19.0,3.0,2.0,2.0,2.0,2.0,3,3,3,1,1,3,1,3,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Divorced,Y,Yes,0
242,33.0,134.0,2.0,1.0,90.0,2500.0,10515.0,0.0,14.0,3.0,80.0,4.0,2.0,3.0,1.0,0.0,2.0,3,3,3,1,4,1,0,4,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,Y,No,0
243,19.0,303.0,2.0,1.0,47.0,1102.0,9241.0,1.0,22.0,4.0,80.0,1.0,3.0,1.0,0.0,1.0,0.0,3,2,2,1,4,3,0,2,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,Y,No,1
244,46.0,526.0,1.0,1.0,92.0,10453.0,2137.0,1.0,25.0,4.0,80.0,24.0,2.0,24.0,13.0,15.0,7.0,2,2,3,3,1,3,3,3,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Divorced,Y,No,0
245,38.0,1380.0,9.0,1.0,75.0,2288.0,6319.0,1.0,12.0,3.0,80.0,2.0,3.0,2.0,2.0,2.0,1.0,2,3,3,1,4,3,0,3,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Single,Y,No,0
246,31.0,140.0,12.0,1.0,95.0,3929.0,6984.0,8.0,23.0,4.0,80.0,7.0,0.0,4.0,2.0,0.0,2.0,1,3,3,1,4,3,1,3,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,Y,Yes,0
247,34.0,629.0,27.0,1.0,95.0,2311.0,5711.0,2.0,15.0,3.0,80.0,9.0,3.0,3.0,2.0,1.0,2.0,2,4,3,1,2,4,0,3,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,Y,No,0
248,41.0,1356.0,20.0,1.0,70.0,3140.0,21728.0,1.0,22.0,4.0,80.0,4.0,5.0,4.0,3.0,0.0,2.0,2,2,3,1,2,4,0,2,Travel_Rarely,Sales,Marketing,Female,Sales Representative,Single,Y,Yes,1
249,50.0,328.0,1.0,1.0,86.0,3690.0,3425.0,2.0,15.0,3.0,80.0,5.0,2.0,3.0,2.0,0.0,2.0,3,3,2,1,3,4,1,2,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,Y,No,0
250,53.0,1084.0,13.0,1.0,57.0,4450.0,26250.0,1.0,11.0,3.0,80.0,5.0,3.0,4.0,2.0,1.0,3.0,2,4,4,2,1,3,2,3,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Divorced,Y,No,0
252,33.0,931.0,14.0,1.0,72.0,2756.0,4673.0,1.0,13.0,3.0,80.0,8.0,5.0,8.0,7.0,1.0,6.0,3,4,3,1,2,4,1,3,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,Y,No,0
253,40.0,989.0,4.0,1.0,46.0,19033.0,6499.0,1.0,14.0,3.0,80.0,21.0,2.0,20.0,8.0,9.0,9.0,1,4,3,5,3,2,1,3,Travel_Rarely,Research & Development,Medical,Female,Manager,Married,Y,No,0
254,55.0,692.0,14.0,1.0,61.0,18722.0,13339.0,8.0,11.0,3.0,80.0,36.0,3.0,24.0,15.0,2.0,15.0,4,3,4,5,2,4,0,3,Travel_Rarely,Research & Development,Medical,Male,Research Director,Single,Y,No,0
256,34.0,1069.0,2.0,1.0,45.0,9547.0,14074.0,1.0,17.0,3.0,80.0,10.0,2.0,10.0,9.0,1.0,9.0,1,4,2,2,3,3,0,2,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Married,Y,No,0
258,51.0,313.0,3.0,1.0,98.0,13734.0,7192.0,3.0,18.0,3.0,80.0,21.0,6.0,7.0,7.0,1.0,0.0,3,4,3,4,2,3,0,3,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Single,Y,No,0
259,52.0,699.0,1.0,1.0,65.0,19999.0,5678.0,0.0,14.0,3.0,80.0,34.0,5.0,33.0,18.0,11.0,9.0,4,3,2,5,3,1,1,3,Travel_Rarely,Research & Development,Life Sciences,Male,Manager,Married,Y,No,0
260,27.0,894.0,9.0,1.0,99.0,2279.0,11781.0,1.0,16.0,3.0,80.0,7.0,2.0,7.0,7.0,0.0,3.0,3,4,3,1,2,4,0,2,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,Y,No,0
261,35.0,556.0,23.0,1.0,50.0,5916.0,15497.0,3.0,13.0,3.0,80.0,8.0,1.0,1.0,0.0,0.0,1.0,2,2,2,2,3,1,0,3,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,Y,Yes,1
262,43.0,1344.0,7.0,1.0,37.0,2089.0,5228.0,4.0,14.0,3.0,80.0,7.0,3.0,5.0,4.0,2.0,2.0,3,4,4,1,4,4,3,4,Non-Travel,Research & Development,Medical,Male,Research Scientist,Divorced,Y,No,0
264,45.0,1195.0,2.0,1.0,65.0,16792.0,20462.0,9.0,23.0,4.0,80.0,22.0,1.0,20.0,8.0,11.0,8.0,2,1,2,4,4,4,1,3,Non-Travel,Research & Development,Medical,Male,Manager,Married,Y,No,0
267,37.0,290.0,21.0,1.0,65.0,3564.0,22977.0,1.0,12.0,3.0,80.0,8.0,3.0,8.0,7.0,1.0,7.0,3,2,4,1,1,1,1,2,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Y,Yes,0
269,35.0,138.0,2.0,1.0,37.0,4425.0,15986.0,5.0,11.0,3.0,80.0,10.0,5.0,6.0,2.0,1.0,2.0,3,2,3,2,2,4,0,3,Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Single,Y,No,0
270,42.0,926.0,21.0,1.0,36.0,5265.0,16439.0,2.0,16.0,3.0,80.0,11.0,5.0,5.0,3.0,0.0,2.0,2,3,3,2,3,2,1,3,Non-Travel,Research & Development,Medical,Female,Manufacturing Director,Divorced,Y,No,0
271,38.0,1261.0,2.0,1.0,88.0,6553.0,7259.0,9.0,14.0,3.0,80.0,14.0,3.0,1.0,0.0,0.0,0.0,4,4,3,2,3,2,0,3,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,Y,No,0
273,38.0,1084.0,29.0,1.0,54.0,6261.0,4185.0,3.0,18.0,3.0,80.0,9.0,3.0,7.0,7.0,1.0,7.0,3,4,3,2,4,1,1,1,Travel_Rarely,Research & Development,Technical Degree,Male,Manufacturing Director,Married,Y,No,0
274,27.0,472.0,1.0,1.0,60.0,4298.0,9679.0,5.0,19.0,3.0,80.0,6.0,1.0,2.0,2.0,2.0,0.0,1,3,2,2,1,3,1,3,Travel_Frequently,Research & Development,Technical Degree,Male,Manufacturing Director,Married,Y,No,0
275,49.0,1002.0,18.0,1.0,92.0,6804.0,23793.0,1.0,15.0,3.0,80.0,7.0,0.0,7.0,7.0,1.0,7.0,4,4,3,2,4,1,2,3,Non-Travel,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,Y,Yes,0
277,34.0,878.0,10.0,1.0,43.0,3815.0,5972.0,1.0,17.0,3.0,80.0,5.0,4.0,5.0,3.0,2.0,0.0,4,4,3,1,3,4,1,4,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Divorced,Y,Yes,0
281,40.0,905.0,19.0,1.0,99.0,2741.0,16523.0,8.0,15.0,3.0,80.0,15.0,2.0,7.0,2.0,3.0,7.0,2,3,3,2,4,3,1,4,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,Y,Yes,0
282,38.0,1180.0,29.0,1.0,70.0,6673.0,11354.0,7.0,19.0,3.0,80.0,17.0,2.0,1.0,0.0,0.0,0.0,1,2,3,2,1,2,0,3,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,Y,Yes,1
283,29.0,121.0,27.0,1.0,35.0,7639.0,24525.0,1.0,22.0,4.0,80.0,10.0,3.0,10.0,4.0,1.0,9.0,3,2,3,3,4,4,3,2,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,Y,No,1
284,22.0,1136.0,5.0,1.0,60.0,2328.0,12392.0,1.0,16.0,3.0,80.0,4.0,2.0,4.0,2.0,2.0,2.0,3,4,4,1,2,1,1,2,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,Y,Yes,0
286,36.0,635.0,18.0,1.0,73.0,2153.0,7703.0,1.0,13.0,3.0,80.0,8.0,2.0,8.0,1.0,1.0,7.0,1,2,3,1,4,1,0,3,Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Single,Y,No,0
